clips	text	text_process	pictos	tokens
cefc-fleuron-V_Rint_exo_06_P8-54	oui avec nnaammee oui	oui avec nnaammee oui	[5584, 7064, 36935, 5584]	oui avec haut_du_corps oui
cefc-fleuron-V_Rint_exo_06_P8-13	effectivement nnaammee j'ai un document à vous remettre	effectivement nnaammee j'ai un document à vous remettre	[36935, 6632, 32761, 2627, 21802, 12287, 16351]	haut_du_corps me avoir un document à_vous remettre
cefc-fleuron-V_Rint_exo_06_P8-15	je vous donne donc le papier	je vous donne donc le papier	[6632, 7304, 17040, 8476, 8349]	me vous donner le papier
cefc-fleuron-V_Rint_exo_06_P8-29	qui justifient que vous êtes bien étudiante euh à l'université nancy deux au campus lettres	qui justifient que vous êtes bien étudiante euh à l'université nancy deux au campus lettres	[11351, 16004, 11351, 7304, 36480, 5397, 32666, 7041, 8476, 2628, 11709, 37544, 2688]	que contrer que vous être heureusement étudiant à le deux au groupe_parlementaire lettre
cefc-fleuron-V_Rint_exo_06_P8-60	voici un exemple c'est le modèle en fait qu'il faut compléter	voici un exemple c'est le modèle en fait qu'il faut compléter	[16823, 2627, 16705, 7095, 36480, 8476, 29843, 11351, 15523, 15816, 3417]	montrer un expliquer celui-là être le agence_de_mannequins que devoir compléter !
cefc-fleuron-V_Rint_exo_06_P8-28	toujours le lendemain les quatre certificats de scolarité hein	toujours le lendemain les quatre certificats de scolarité hein	[17322, 8476, 38278, 8477, 2630, 27677, 7074, 38021]	chaque_fois le lendemain les quatre certificat de formation_civique
cefc-fleuron-V_Rint_exo_06_P8-41	oui bon c'est parfait	oui bon c'est parfait	[5584, 34641, 7095, 36480, 38006]	oui exact celui-là être impeccable
cefc-fleuron-V_Rint_exo_06_P8-69	c'est un document c'est pour moi	c'est un document c'est pour moi	[7095, 36480, 2627, 21802, 7095, 36480, 2617]	celui-là être un document celui-là être à_moi
cefc-fleuron-V_Rint_exo_06_P8-35	donc je vous donne le document	donc je vous donne le document	[6632, 7304, 17040, 8476, 21802]	me vous donner le document
cefc-fleuron-V_Rint_exo_06_P8-64	hein si une page ça ne suffit pas oui c'est oui et j'ai un contrat d'études	hein si une page ça ne suffit pas oui c'est oui et j'ai un contrat d'études	[28359, 8474, 20115, 28429, 5526, 5584, 7095, 36480, 5584, 11399, 6632, 32761, 2627, 25696, 7074, 36055]	si une page finir non oui celui-là être oui et me avoir un accord de études
cefc-fleuron-V_Rint_exo_06_P8-45	on vous donne euh en échange une carte d'étudiant hein qui qui vous permettra d'aller à la bibliothèque euh	on vous donne euh en échange une carte d'étudiant hein qui qui vous permettra d'aller à la bibliothèque euh	[9829, 31672, 7304, 17040, 37360, 8474, 5505, 7074, 32666, 11351, 7304, 21014, 7074, 8142, 7041, 8476, 3065]	prochain nous vous donner changer une carte_géographique de étudiant que vous permettre de aller à le bibliothèque
cefc-fleuron-V_Rint_exo_06_P8-23	donc vous avez les codes pour l'accès à internet	donc vous avez les codes pour l'accès à internet	[7304, 32761, 8477, 7064, 7074, 7194, 8476, 31865, 7041, 5492]	vous avoir les avec de pour le accès à internet
cefc-fleuron-V_Rint_exo_06_P8-14	donc ça c'est pour moi	donc ça c'est pour moi	[6906, 7095, 36480, 2617]	celle-là celui-là être à_moi
cefc-fleuron-V_Rint_exo_06_P8-7	pour obtenir la carte d'étudiante peut-être dites-moi votre nom	pour obtenir la carte d'étudiante peut-être dites-moi votre nom	[7194, 24208, 8476, 5505, 7074, 32666, 9693, 6632, 12285, 38570]	pour attraper le carte_géographique de étudiant dire me votre nom
cefc-fleuron-V_Rint_exo_06_P8-75	et hum demain est-ce que je peux revenir avec hum	et hum demain est-ce que je peux revenir avec hum	[11399, 38278, 3418, 6632, 35949, 6630, 7064]	et lendemain est-ce_que me pouvoir retourner avec
cefc-fleuron-V_Rint_exo_06_P8-70	c'est pour pouvoir faire l'enregistrement	c'est pour pouvoir faire l'enregistrement	[7095, 36480, 7194, 35949, 6190, 8476, 32996]	celui-là être pour pouvoir faire le archives
cefc-fleuron-V_Rint_exo_06_P8-32	une petite facture enfin qui dit vous n'avez pas payé de de frais hein	une petite facture enfin qui dit vous n'avez pas payé de de frais hein	[8474, 4716, 5995, 9839, 11351, 9693, 7304, 29070, 5526, 7074, 36384]	une petit facture passé que dire vous payer non de dépenses
cefc-fleuron-V_Rint_exo_06_P8-58	pour les cours le voici nnaammee est au courant hein puisque on a on a élaboré ce document ensemble	pour les cours le voici nnaammee est au courant hein puisque on a on a élaboré ce document ensemble	[7194, 8477, 23404, 8476, 16823, 9839, 36935, 36480, 29959, 11348, 31672, 32761, 31672, 11698, 7095, 21802, 27091]	pour les cours le montrer passé haut_du_corps être au_courant parce_que nous avoir nous produire celui-là document ensemble
cefc-fleuron-V_Rint_exo_06_P8-30_1	oui oui hum hum	oui oui hum hum	[5584]	oui
cefc-fleuron-V_Rint_exo_06_P8-85	oui merci	oui merci	[5584, 8128]	oui merci
cefc-fleuron-V_Rint_exo_06_P8-56	tout nnaammee nnaammee d'accord d'accord c'est je vais peut-être vous donner par contre une euh un modèle pour de fiche pédagogique	tout nnaammee nnaammee d'accord d'accord c'est je vais peut-être vous donner par contre une euh un modèle pour de fiche pédagogique	[5596, 36935, 31410, 7095, 36480, 6632, 8142, 7304, 17040, 11377, 8474, 2627, 27353, 7194, 7074, 32890, 6556]	tout haut_du_corps d'accord celui-là être me aller vous donner alors_que une un comment_tu_t'appelles_? pour de fiche prof
cefc-fleuron-V_Rint_exo_06_P8-57	c'est-à-dire c'est le document que vous compléterez	c'est-à-dire c'est le document que vous compléterez	[16705, 9829, 7095, 36480, 8476, 21802, 11351, 7304, 15816]	expliquer prochain celui-là être le document que vous compléter
cefc-fleuron-V_Rint_exo_06_P8-55	donc je pense que c'est	donc je pense que c'est	[6632, 38796, 11351, 7095, 36480]	me penser que celui-là être
cefc-fleuron-V_Rint_exo_06_P8-48	et c'est	et c'est	[11399, 7095, 36480]	et celui-là être
cefc-fleuron-V_Rint_exo_06_P8-26	internet fonctionnera euh demain hein parce que je l'ai fait ce matin	internet fonctionnera euh demain hein parce que je l'ai fait ce matin	[9829, 9839, 5492, 8555, 38278, 11348, 6632, 8476, 6190, 7095, 25704]	prochain passé internet fonctionner lendemain parce_que me le faire celui-là matin
cefc-fleuron-V_Rint_exo_06_P8-62	donc je vous donne deux pages	donc je vous donne deux pages	[6632, 7304, 17040, 2628, 20115]	me vous donner deux page
cefc-fleuron-V_Rint_exo_06_P8-80	et puis on pourra l'envoyer	et puis on pourra l'envoyer	[9829, 31672, 35949, 8476, 21828]	prochain nous pouvoir le envoyer
cefc-fleuron-V_Rint_exo_06_P8-68	mais ce document j'en aurai besoin pour enregistrer vos cours	mais ce document j'en aurai besoin pour enregistrer vos cours	[11377, 7095, 21802, 9829, 6632, 11709, 37160, 7194, 28893, 12283, 23404]	alors_que celui-là document prochain me au besoin pour enregistrer à_toi cours
cefc-fleuron-V_Rint_exo_06_P8-50	non j'ai organisé hum un rendez-vous avec hum	non j'ai organisé hum un rendez-vous avec hum	[5525, 9839, 6632, 33970, 2627, 16165, 7064]	non passé me coordonner un rendez-vous avec
cefc-fleuron-V_Rint_exo_06_P8-17	hein pour aller chercher votre carte d'étudiant vous pourrez y aller tout de suite après en sortant du bureau	hein pour aller chercher votre carte d'étudiant vous pourrez y aller tout de suite après en sortant du bureau	[7194, 9072, 12285, 5505, 7074, 32666, 7304, 35949, 8142, 32747, 32749, 11709, 5568, 7074, 2916]	pour aller_chercher votre carte_géographique de étudiant vous pouvoir aller maintenant après au sortir de bureau
cefc-fleuron-V_Rint_exo_06_P8-82	ah oui jeudi oui oui	ah oui jeudi oui oui	[5584, 6536, 5584]	oui jeudi oui
cefc-fleuron-V_Rint_exo_06_P8-2	bonjour hum hier l'autre femme a dit que je dois revenir pour avoir les documents	bonjour hum hier l'autre femme a dit que je dois revenir pour avoir les documents	[6009, 38279, 8476, 17054, 9839, 24621, 9693, 11351, 6632, 15523, 6630, 7194, 32761, 8477, 16169]	bonjour hier le autre passé femme dire que me devoir retourner pour avoir les documents_personnels
cefc-fleuron-V_Rint_exo_06_P8-36	vous allez donc au bâtiment g	vous allez donc au bâtiment g	[7304, 8142, 11709, 5989]	vous aller au bâtiment
cefc-fleuron-V_Rint_exo_06_P8-53	avec votre professeur coordinateur	avec votre professeur coordinateur	[7064, 12285, 2457, 33970]	avec votre maître coordonner
cefc-fleuron-V_Rint_exo_06_P8-38	et on vous donne la petite carte ce soir	et on vous donne la petite carte ce soir	[11399, 31672, 7304, 17040, 8476, 4716, 5505, 26997]	et nous vous donner le petit carte_géographique nuit
cefc-fleuron-V_Rint_exo_06_P8-61	euh moi j'en aurai besoin pour enregistrer vos cours	euh moi j'en aurai besoin pour enregistrer vos cours	[6632, 9829, 6632, 11709, 37160, 7194, 28893, 12283, 23404]	me prochain me au besoin pour enregistrer à_toi cours
cefc-fleuron-V_Rint_exo_06_P8-65	vous me l'en-	vous me l'en-	[7304, 6632, 8476, 11611]	vous me le qu'as-tu_dit?
cefc-fleuron-V_Rint_exo_06_P8-66	oui mais oui oui oui vous ferez signer par nnaammee votre contrat d'études	oui mais oui oui oui vous ferez signer par nnaammee votre contrat d'études	[5584, 11377, 5584, 7304, 6190, 38428, 7212, 36935, 12285, 25696, 7074, 36055]	oui alors_que oui vous faire signer par haut_du_corps votre accord de études
cefc-fleuron-V_Rint_exo_06_P8-37	on vous prend en photo	on vous prend en photo	[31672, 7304, 10148, 11709, 7107]	nous vous prendre au photo
cefc-fleuron-V_Rint_exo_06_P8-44	tout juste ce papier on vous prend photo	tout juste ce papier on vous prend photo	[21381, 7095, 8349, 31672, 7304, 10148, 7107]	juste celui-là papier nous vous prendre photo
cefc-fleuron-V_Rint_03_P7-44	donc ce n'est plus du tout le programme	donc ce n'est plus du tout le programme	[7095, 36480, 5508, 7074, 5596, 8476, 24320]	celui-là être plus_ de tout le programme
cefc-fleuron-V_Rint_03_P7-62	par euh par d'autres par un autre support voilà ouais	par euh par d'autres par un autre support voilà oui	[7212, 7074, 17056, 7212, 2627, 17054, 34796, 5584]	par de autres par un autre matière_scolaire oui
cefc-fleuron-V_Rint_03_P7-143	et vous pouvez vous pouvez me donner en fait l'adresse exacte hum	et vous pouvez vous pouvez me donner en fait l'adresse exacte hum	[11399, 7304, 35949, 7304, 35949, 6632, 17040, 8476, 30231, 34641]	et vous pouvoir vous pouvoir me donner le adresse exact
cefc-fleuron-V_Rint_03_P7-60	la possibilité de partir à l'étranger	la possibilité de partir à l'étranger	[8476, 37861, 7074, 2432, 7041, 8476, 9853]	le décider de partir à le méconnu
cefc-fleuron-V_Rint_03_P7-21	étudiants européens ouais	étudiants européens oui	[6042, 12333, 5584]	élève association_à_but_non_lucratif oui
cefc-fleuron-V_Rint_03_P7-123	madame nnaammee vous savez où se trouve euh le bureau des relations internationales	madame nnaammee vous savez où se trouve euh le bureau des relations internationales	[4744, 36935, 7304, 16885, 7764, 36392, 8476, 2916, 7074, 25792, 8173]	monsieur haut_du_corps vous savoir où se_trouver le bureau de relation mondial
cefc-fleuron-V_Rint_03_P7-66	mais après cest vrai que ça va être euh	mais après cest vrai que ça va être euh	[11377, 32749, 5584, 11351, 9829, 36480]	alors_que après oui que prochain être
cefc-fleuron-V_Rint_03_P7-83	euh hein en attribuant des bourses euh	euh hein en attribuant des bourses euh	[11709, 5374, 33998]	au plusieurs indemnité
cefc-fleuron-V_Rint_03_P7-136	hein lui dire euh voilà j'aimerais partir à l'étranger	hein lui dire euh voilà j'aimerais partir à l'étranger	[6481, 9693, 6632, 37721, 2432, 7041, 8476, 9853]	lui dire me aimer partir à le méconnu
cefc-fleuron-V_Rint_03_P7-80	euh si vous voulez ce ne sera pas l'université qui vous encadrera vous pourrez partir euh hein	euh si vous voulez ce ne sera pas l'université qui vous encadrera vous pourrez partir euh hein	[28359, 9829, 7304, 5441, 7095, 36480, 5526, 8476, 15537, 11351, 7304, 37217, 7304, 35949, 2432]	si prochain vous vouloir celui-là être non le université que vous interagir vous pouvoir partir
cefc-fleuron-V_Rint_03_P7-87	et au fait moi je je peux je je peux bénéficier des aides de des bourses	et au fait moi je je peux je je peux bénéficier des aides de des bourses	[11399, 11709, 6632, 35949, 19572, 7074, 12252, 7074, 5374, 33998]	et au me pouvoir augmenter de soutien de plusieurs indemnité
cefc-fleuron-V_Rint_03_P7-37	ouais de l'union européenne	oui de l'union européenne	[5584, 7074, 8476, 5468]	oui de le europe
cefc-fleuron-V_Rint_03_P7-182	son numéro de téléphone	son numéro de téléphone	[12272, 38573]	son numéro_de_téléphone
cefc-fleuron-V_Rint_03_P7-104	et donc je regarde alors pour la crosse hein	et donc je regarde alors pour la crosse hein	[11399, 6632, 6564, 7194, 8476, 8281]	et me voir pour le bleu_de_travail
cefc-fleuron-V_Rint_03_P7-20	les les étudiants européens	les les étudiants européens	[8477, 6042, 5468]	les élève europe
cefc-fleuron-V_Rint_03_P7-70	oui hum	oui hum	[5584]	oui
cefc-fleuron-V_Rint_03_P7-108	donc avoir rempli les deux années de de licence	donc avoir rempli les deux années de de licence	[38805, 5367, 6903, 7074, 29552]	remplir à_côté_de année de algorithme
cefc-fleuron-V_Rint_03_P7-151	il faut y penser hein	il faut y penser hein	[15523, 38796]	devoir penser
cefc-fleuron-V_Rint_03_P7-140	même euh que vous n'avez pas euh que vous euh que vous n'avez pas la nationalité	même euh que vous n'avez pas euh que vous euh que vous n'avez pas la nationalité	[4667, 11351, 7304, 32761, 5526, 11351, 7304, 11351, 7304, 32761, 5526, 8476, 12338]	même que vous avoir non que vous que vous avoir non le nationalité
cefc-fleuron-V_Rint_03_P7-187	d'accord merci beaucoup	d'accord merci beaucoup	[31410, 8128, 5521]	d'accord merci beaucoup
cefc-fleuron-V_Rint_03_P7-146	je vous donne ses coordonnées	je vous donne ses coordonnées	[6632, 7304, 17040, 12276, 11603]	me vous donner ses où_habites-tu?
cefc-fleuron-V_Rint_03_P7-49	donc mais c'est des vraiment c'est différent	donc mais c'est des vraiment c'est différent	[11377, 7095, 36480, 5374, 7095, 36480, 32394]	alors_que celui-là être plusieurs celui-là être différent
cefc-fleuron-V_Rint_03_P7-93	euh aussi au au canada euh	euh aussi au au canada euh	[11709, 8057]	au canada
cefc-fleuron-V_Rint_03_P7-167	tout elle est chef de service de des relations internationales de l'université de nancy	tout elle est chef de service de des relations internationales de l'université de nancy	[5596, 7028, 36480, 16073, 7074, 5374, 25792, 8173, 7074, 8476, 2704]	tout elle être chef_de_service de plusieurs relation mondial de le ville
cefc-fleuron-V_Rint_03_P7-178	les relations internationales	les relations internationales	[8477, 25792, 8173]	les relation mondial
cefc-fleuron-V_Rint_03_P7-72	puisque non non ici c'est vraiment le le bureau ben erasmus	puisque non non ici c'est vraiment le le bureau ben erasmus	[11348, 5525, 5382, 7095, 36480, 8476, 2916, 12333]	parce_que non ici celui-là être le bureau association_à_but_non_lucratif
cefc-fleuron-V_Rint_03_P7-118	en psychologie	en psychologie	[11709, 13632]	au cours_de_sciences_naturelles
cefc-fleuron-V_Rint_03_P7-58	voilà mh maintenant vous avez quand	voilà mh maintenant vous avez quand	[32747, 7304, 32761, 32874, 3417]	maintenant vous avoir quand !
cefc-fleuron-V_Rint_03_P7-181	c'est le numéro de téléphone aussi	c'est le numéro de téléphone aussi	[7095, 36480, 8476, 38573]	celui-là être le numéro_de_téléphone
cefc-fleuron-V_Rint_03_P7-107	euh s condition de participation	euh s condition de participation	[7074, 11486]	de implication
cefc-fleuron-V_Rint_03_P7-188	merci beaucoup c'est très gentil	merci beaucoup c'est très gentil	[8128, 5521, 7095, 25708, 24711]	merci beaucoup celui-là trop bien_traiter
cefc-fleuron-V_Rint_03_P7-189	voilà je vous en prie	voilà je vous en prie	[6632, 7304, 11709, 8195, 3417]	me vous au prier !
cefc-fleuron-V_Rint_03_P7-22	ouais c'est les pays	oui c'est les pays	[5584, 7095, 36480, 8477, 35431]	oui celui-là être les comme
cefc-fleuron-V_Rint_03_P7-132	il y a madame nnaammee euh	il y a madame nnaammee euh	[9001, 4744, 36935]	il_y_a monsieur haut_du_corps
cefc-fleuron-V_Rint_03_P7-50	mais ce n'est plus le programme erasmus hein	mais ce n'est plus le programme erasmus hein	[11377, 7095, 36480, 5508, 8476, 24320, 12333]	alors_que celui-là être plus_ le programme association_à_but_non_lucratif
cefc-fleuron-V_Rint_03_P7-150	mais c'est c'est possible euh de partir euh en sachant que les candidatures se font beaucoup plus tôt que les candidatures erasmus c'est déjà vers le mois de de décembre qu'il faut euh	mais c'est c'est possible euh de partir euh en sachant que les candidatures se font beaucoup plus tôt que les candidatures erasmus c'est déjà vers le mois de de décembre qu'il faut euh	[11377, 7095, 36480, 7095, 36480, 37861, 7074, 2432, 11709, 16885, 11351, 8477, 15345, 6190, 5521, 13028, 11351, 8477, 15345, 12333, 7095, 36480, 7125, 8476, 37724, 7074, 35937, 11351, 15523]	alors_que celui-là être celui-là être décider de partir au savoir que les candidat faire beaucoup plus_tôt que les candidat association_à_but_non_lucratif celui-là être vers le mois de décembre que devoir
